job_title,company,location,description,job_url,salary,company_logo,rating,experience,skills,source
IT Sales Consultant,Sera Vestments Private Limited,"Zirakpur, Punjab","*Job Role - Inside Sales Executive - IT Job Description - - *Demonstrates products services as deemed necessary by client and management. - Manage the orders from clients and take follow up with all concerned departments. - Research and build relationships with new clients. - Do callings and research to generate leads.​ *Qualifications & Skills - -*Must have very good communication -Must have very good and interpersonal communication skills - Must have some knowledge of IT

Job Types: Full-time, Permanent

Pay: ₹30,000.00 - ₹60,000.00 per month

Benefits:
* Paid time off
* Provident Fund

Work Location: In person",https://in.indeed.com/viewjob?jk=9ce41f38e771b450,"₹30,000 - ₹60,000 a month",https://dummyimage.com/256x256/007acc/ffffff&text=Sera+Vestments+Priva,0.0,3-4 years,Permanent Provident Fund Full-time Paid time off In-person Communication skills nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan,Indeed
Data Entry Specialist Advanced Excel US Company,Valuable Consulting And Technologies,Bengaluru(Bannerghatta Road),"<p><strong> Aaccurately inputting, updating, and maintaining data in databases/systems, ensuring data integrity through checks, managing digital records, and potentially assisting with data analysis/reporting, requiring strong typing, Excel skills, attention to detail, and understanding of data security to support software development or operations.  </strong></p><br /><p><strong>Expert in Excel</strong></p><p><strong>Work from Office all 5 days</strong></p><br />",https://www.naukri.com/job-listings-data-entry-specialist-advanced-excel-us-company-valuable-consulting-and-technologies-bengaluru-3-to-5-years-201225011964,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/7228251.gif,4.5,3-5 Yrs,"Pivot Table,VLOOKUP,Data Analysis,Advanced Excel,Data Entry,Excel,Data Processing,Analysis",Naukri
Design Executive & Operations(AutoCAD & Excel Mandatory),Recliners India,Gurugram,"<p> </p><p>We are hiring an <strong>AutoCAD-focused Design & Drafting Executive</strong> to prepare and update technical drawings for furniture or related products, while also supporting basic e-commerce and operations coordination. The role demands <strong>strong AutoCAD skills</strong>, <strong>good working knowledge of MS Excel</strong>, and <strong>clear communication abilities</strong> to coordinate effectively with internal teams and online portals.</p><br /><p><strong>Key Responsibilities:</strong></p><br /><ul><li>Prepare, modify, and maintain <strong>2D/3D drawings in AutoCAD </strong> as per product, client, and production requirements.<br /> </li><li>Update existing drawings based on design changes, feedback, or manufacturing needs.<br /> </li><li>Maintain proper documentation and version control of drawings and technical data.<br /> </li><li>Coordinate with production, sales, and e-commerce teams to ensure design accuracy.<br /> </li><li>Support e-commerce operations such as <strong>order documentation, OPFs, PO acceptances</strong>, and product data updates.<br /> </li><li>Assist in product uploads, inventory updates, and shipment documentation when required.<br /> </li><li>Prepare reports, trackers, and MIS using <strong>MS Excel (mandatory)</strong>.<br /> </li><li>Communicate clearly with internal teams, vendors, and portal partners for smooth execution.<br /> </li></ul><p><strong>Mandatory Skills & Requirements:</strong></p><ul><li>AutoCAD Mandatory (strong hands-on drafting experience required).<br /></li><li><strong>MS Excel  Mandatory (data handling, trackers, basic formulas).</strong><br /> </li><li><strong>Good communication skills – Mandatory (verbal & written).</strong><br /> </li><li>Basic understanding of product drawings, dimensions, and manufacturing processes.<br /> </li><li>Ability to coordinate across teams and manage multiple tasks with accuracy.<br /></li></ul><br /><p><strong>Preferred Skills (Good to Have):</strong></p><ul><li>Exposure to <strong>SketchUp</strong> or other 3D tools.<br /> </li></ul><br /><p><strong>Qualifications & Experience:</strong></p><ul><li><strong>Diploma / Degree in Mechanical or Civil Engineering</strong> (preferred).<br /> </li><li><strong>1–3 years of experience</strong> in AutoCAD drafting and coordination-based roles.</li></ul><br /><br />",https://www.naukri.com/job-listings-design-executive-operations-autocad-excel-mandatory-recliners-india-gurugram-0-to-4-years-231225022426,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/4609335.gif,2.9,1-2 years,"Excellent Verbal And Written Communication Skills,Excel Powerpoint,AutoCAD,Drafting,Draftsman Activities,Layout,AutoCAD 2D,Layout Design",Naukri
MIS Excel / MIS Computer Operator,Kishen Enterprises,"Rajahmundry, Vijayawada, Visakhapatnam","Graduate with minimum 1 year of experience in MS- Excel,Data Entry,MIS and Report Generation<br><br>Should have good knowledge in Advanced MSExcel<br><br>Must have 1 Year experience in MS-Word,MS- Excel and Database <br><br>Should have Good Communication skills<br><br>It is an immediate requirement",https://www.naukri.com/job-listings-mis-excel-mis-computer-operator-kishen-enterprises-rajahmundry-vijayawada-visakhapatnam-0-to-1-years-191225003277,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/7834645.gif,3.6,0-1 Yrs,"MS Excel,Data Entry,Excel,Back Office Processing,MIS Operations,Computer Operating,Backend Operations,Advanced Excel",Naukri
Process Analyst(Excel Knowledge) @ Bank | Bangalore CPC | Upto 3.5L,Genius Consultants,"Bangalore Rural, Bengaluru",A BCom graduate with minimum 2 years of experience with Advanced Excel knowledge. Can join within 15 days <br><br>Process Analyst(Excel Knowledge must) @ Bank <br><br> Bangalore CPC <br><br> Upto 4L. <br><br>Preferred candidate profile,https://www.naukri.com/job-listings-process-analyst-excel-knowledge-bank-bangalore-cpc-upto-3-5l-genius-consultants-bangalore-rural-bengaluru-3-to-8-years-221225023024,3-3.5 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/21284.gif,3.5,3-8 Yrs,"Excel,Countif,MIS Operations,Formulas,Charts,Advanced Excel,Data Entry,HLOOKUP",Naukri
Front Office Admin,Excel Hr Consulting,Coimbatore,Good communication and interpersonal skills.,https://www.naukri.com/job-listings-front-office-admin-excel-hr-consulting-coimbatore-0-to-1-years-271225015207,1-1.75 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/4015890.gif,4.8,0-1 Yrs,"Communication Skills,Front Office,Administration Work,Computer Skills,Interpersonal Skills,Front Desk,Guest Handling,Organization Skills",Naukri
MIS Executive ( Advance Excel MUST) Chalsa (Jalpaiguri ),Kaamkaaj  India,"Siliguri, Mal, Jalpaiguri","Generate periodic and ad-hoc reports Proven experience of minimum 2-3 years in MIS,reporting,and data management",https://www.naukri.com/job-listings-mis-executive-advance-excel-must-chalsa-jalpaiguri-kaamkaaj-india-siliguri-mal-jalpaiguri-2-to-7-years-181225036603,"50,000-2.75 Lacs PA",https://img.naukimg.com/logo_images/groups/v1/4929427.gif,2.2,2-7 Yrs,"Advanced Excel,excel,MIS,Lookup,data entry,Google Sheets,MIS Preparation,Spreadsheets",Naukri
Hiring For MIS Excel Experts/operations/executives,Germanium Technologies,New Delhi,"<div> <ul> <li> Criteria for Hiring </li> </ul> <ul> <li> Only male candidate can come for the Interview </li> </ul> <ul> <li> Candidate must have experience in Excel work (Vlookuo, Hlookup, count if, Sum If, Pivot, Filtration, Duplicacy etc.) </li> </ul> <ul> <li> Salary as per industry norms </li> </ul> <ul> <li> 6 Days working </li> </ul> </div>",https://www.naukri.com/job-listings-hiring-for-mis-excel-experts-operations-executives-germanium-technologies-new-delhi-0-to-4-years-291222502223,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/8127367.gif,2.8,0-4 Yrs,"Operations Manager,Excel,MIS,Manager MIS,Hiring,MIS Excel,Operations management,Operations",Naukri
Mis Executive,Flipkart,Bhiwandi,"<p><strong>Role & responsibilities</strong> </p><br /><p>1. Workforce Management: Coordinate hiring and firing activities based on demand fluctuations, ensuring optimal staffing levels at warehouses to meet operational requirements.</p><p>2. Cost Optimization: Lead initiatives to drive cost-saving by optimizing order handling processes, enhancing productivity, and improving manpower engagement.</p><p>3. Process Optimization: Analyze existing operational workflows and identify opportunities for improvement, implementing strategies to streamline operations and increase efficiency.</p><p>4. Cross-Functional Collaboration: Collaborate with cross-functional stakeholders to execute programs aimed at streamlining operations and improving supply chain performance.</p><p>5. Data Analysis: Utilize data analytics tools and techniques to gather insights, identify trends, and make data-driven decisions to enhance operational effectiveness.</p><br /><br /><br />",https://www.naukri.com/job-listings-mis-executive-flipkart-bhiwandi-0-to-6-years-231225024701,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/533532.gif,3.9,0-6 Yrs,"Advanced Excel,Excel,Power Bi,MIS Operations,VLOOKUP,Logistics,Operations,MIS",Naukri
Data Entry Operator,Ghosh Khanna & Co (GKC),New Delhi(Hauz Khas),"Urgent Requirement of Data Entry Operator
Having experience of minimum 0-2 year
Knowledge of MS-WORD & EXCEL.
MIS reporting using MS Excel at Organizational level
Typing Speed :- 35-40 wpm
Freshers can apply
Call 9910692344 or whatsapp your resumeGood communication skills
Freshers can apply",https://www.naukri.com/job-listings-data-entry-operator-ghosh-khanna-co-gkc-new-delhi-0-to-2-years-261225009346,1.25-2.5 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/4596947.gif,2.0,0-2 Yrs,"VLOOKUP,Excel,Typing,Typing Speed,Data Entry,MS Office,Data Entry Operation,Data",Naukri
Deputy Manager-Admin (Excel/Invoice processing/Budgeting etc)Bangalore,Manpowergroup Services India,Bengaluru(Kengeri),We only need candidates who are residing within 10 km radius of Kengeri location in Bangalore. <br><br>Must know Kannada language<br><br> Strong MS Excel skills with experience in charts and graphs<br><br>Experience in invoice processing and data analytics,https://www.naukri.com/job-listings-deputy-manager-admin-excel-invoice-processing-budgeting-etc-bangalore-manpowergroup-services-india-bengaluru-3-to-7-years-171225000377,6-10 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/6542981.gif,1.9,3-7 Yrs,"MS Excel,Kannada,Invoice processing,Vendor Management,Admin,Administration,Budgeting,Data Analytics",Naukri
MIS Executives (Junior &amp Senior)  Kolkata,2coms,Kolkata,Own laptop (good condition),https://www.naukri.com/job-listings-mis-executives-junior-amp-senior-kolkata-2coms-kolkata-0-to-2-years-121225018014,1.5-1.75 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/467982.gif,3.2,0-2 Yrs,"financial analysis,project management,data management,data analysis,mis reporting,business analysis,vlookup,hrsd",Naukri
Data Executive,Teamware Solutions,"Mumbai, Mumbai Suburban",Rotational Shift :  . 7:00 Am - 4:00 Pm <br><br>Preferred candidate profile:  . Only Fresher Candidates only should have a graduation documents with them. Job Location- Powai. Graduate Candidates only,https://www.naukri.com/job-listings-data-executive-teamware-solutions-mumbai-mumbai-suburban-0-to-0-years-251225010280,1-2.25 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/1714448.gif,1.9,0 Yrs,"Excel,Pivot Table,VLOOKUP,Advanced Excel,HLOOKUP,Tables,Pivot,Data",Naukri
Computer Operator/MIS Executive,Khimji Ramdas,Ahmedabad,"Dear Candidate,

We have urgent requirement for Computer Operator at our Kathvada GIDC Branch Office. Candidate should have knowledge of MS Excel.
Immediate Joiner Required. Male Candidate required.",https://www.naukri.com/job-listings-computer-operator-mis-executive-khimji-ramdas-ahmedabad-0-to-3-years-181025009128,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/1318.gif,3.7,0-3 Yrs,"Excel,VLOOKUP,Pivot,Formulas,Advanced Excel,HLOOKUP,Computer,Computer operating",Naukri
Computer Operator/MIS Executive,Khimji Ramdas,Rajkot,"Dear Candidate,

We have urgent requirement for Computer Operator at our Kathvada GIDC Branch Office. Candidate should have knowledge of MS Excel.
Immediate Joiner Required. Male Candidate required.",https://www.naukri.com/job-listings-computer-operator-mis-executive-khimji-ramdas-rajkot-0-to-3-years-151225027886,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/1318.gif,3.7,0-3 Yrs,"Excel,VLOOKUP,Pivot,Formulas,Advanced Excel,HLOOKUP,Operating,Computer",Naukri
MS Excel Trainer - ( Basic To Advanced) TS / Industry Cloud & Digital,Overture Rede,Remote,Position: Freelance <br><br>Required Skills <br><br>Good understanding of reporting formats commonly used in Cloud & Digital industry<br><br>Experience: 3-8 years in Corporate Excel Training. Role & Responsibilities,https://www.naukri.com/job-listings-ms-excel-trainer-basic-to-advanced-ts-industry-cloud-digital-overture-rede-private-limited-bengaluru-3-to-8-years-151225919091,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/193320.gif,4.1,3-8 Yrs,"MS Excel,cloud,power query,automation,vba,data modeling,data validation,data cleaning",Naukri
Data Entry Operator,Shri Shanyanshi Baba,Chhatarpur,"<p> </p><p>The Data Entry Operator is responsible for accurately entering, updating, and maintaining data in computer systems. The role requires high attention to detail, confidentiality, and the ability to handle large volumes of information efficiently.</p>",https://www.naukri.com/job-listings-data-entry-operator-shri-shanyanshi-baba-pvt-ltd-chhatarpur-0-to-2-years-241225017144,1.44-1.8 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/12123934.gif,5.0,0-2 Yrs,"Data Entry,English,Typing,Excel,VLOOKUP,Computer Operating,Hindi,English Typing",Naukri
Walk ins - MIS Executive,Mobitech Industries,Mumbai,"Candidate should have Excel knowledge including SUM, SUBTOTAL, VLOOKUP, Pivot Tables, Conditional Formatting, and TEXT functions.

Work on daily data entry, data analysis, and report preparation using Excel.",https://www.naukri.com/job-listings-walk-ins-mis-executive-mobitech-industries-mumbai-0-to-1-years-261225024225,1.75-2.25 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/2976906.gif,4.0,1-2 years,"Advanced Excel,Pivot Table,SUMIF,Excel,VLOOKUP,text function,Conditional Formatting,Formulas",Naukri
Mis Executive,Kotak Mahindra Bank,Mumbai (All Areas)(Malad East),Attention to detail and accuracy in data handling. Graduate is a must <br><br>Preferred candidate profile . Proficiency in Microsoft Excel - strong command over formulas (VLOOKUP .IFS). <br><br>Good communication skills - ability to coordinate with internal stakeholders for data collection and reporting,https://www.naukri.com/job-listings-mis-executive-kotak-mahindra-bank-mumbai-all-areas-0-to-1-years-181225023683,2.75-3 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/15184.gif,3.6,0-1 Yrs,"VLOOKUP,IFS,MIS Reporting,Advanced Excel,MIS,Reporting,Excel",Naukri
MIS Executive,Bharath Electronics &amp;amp;amp; Appliances,Coimbatore,Excellent analytical and problem-solving skills.  .  Ability to work independently and collaboratively within a team environment.  .  Proficient in using various software applications and tools.  .  Strong communication and interpersonal skills.  .  Ability to prioritize tasks and meet deadlines in a fast-paced environment,https://www.naukri.com/job-listings-mis-executive-bharath-electronics-amp-amp-amp-appliances-coimbatore-0-to-3-years-171225503750,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/4820621.gif,4.9,0-3 Yrs,"application software,hlookup,conditional formatting,macros,sumif,data analysis,data validation,mis reporting",Naukri
Data Entry Operator / Back Office Executive,Priya Soni,"Mumbai, Pune, Mumbai (All Areas)","Data Entry Operator  responsible for accurate data entry, MIS reporting, documentation, email coordination, record management, Excel operations, CRM updates, invoice processing, and admin support. Requires fast typing, MS Excel & attention to detail.",https://www.naukri.com/job-listings-data-entry-operator-back-office-executive-priya-soni-mumbai-pune-mumbai-all-areas-0-to-5-years-261225007446,2.75-6 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/11007612.gif,2.4,0-5 Yrs,"Typing,Data Entry,Data Entry Operator,Back Office Executive,Fresher,bpo,MS Excel,Computer Operator",Naukri
MIS Executive,Oswaal Books,Agra,"Leveraging your 0 to 3 years of experience,you will design,implement,and manage MIS systems and reports to support business operations<br><br>Eligibility Criteria . Bachelors degree in Information Technology,Computer Science,Business Administration,or a related field.",https://www.naukri.com/job-listings-mis-executive-oswaal-books-agra-0-to-3-years-221225003166,2-3.5 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/3648326.gif,4.1,0-3 Yrs,"Excel Report Preparation,Google Sheets,VLOOKUP,MIS Operations,Advanced Ms Excel,MIS Reporting,Reporting,Sheet",Naukri
Financial Analyst with advance excel(night shift),Sun Data Tech,Coimbatore(Saravanampatti ),Who good in advance excel . <br><br>Very good in communication . immediate joiner . Ready to f2f interview .,https://www.naukri.com/job-listings-financial-analyst-with-advance-excel-night-shift-sun-data-tech-coimbatore-1-to-5-years-271225007764,2.4-8.4 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/4217176.gif,3.5,1-5 Yrs,"Analysis,Finance,Advanced Excel,Excel",Naukri
MS Excel Trainer (Basic To Advanced) – TS / Industry Cloud & Digital,Overture Rede,Noida,Position: Freelance <br><br>Required Skills <br><br>Experience: 38 years in Corporate Excel Training . Role & Responsibilities . .,https://www.naukri.com/job-listings-ms-excel-trainer-basic-to-advanced-ts-industry-cloud-digital-overture-rede-private-limited-noida-3-to-7-years-151225901427,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/193320.gif,4.1,3-7 Yrs,"trainer,data validation,power pivot,cloud,analytics,power query,ms excel,automation",Naukri
MS Excel Trainer - basic To advanced,Overture Rede,Hyderabad,Required Skills <br><br>Good understanding of reporting formats commonly used in Cloud & Digital industry<br><br>Experience: 3-8 years in Corporate Excel Training. Role & Responsibilities,https://www.naukri.com/job-listings-ms-excel-trainer-basic-to-advanced-overture-rede-private-limited-hyderabad-3-to-8-years-121225924892,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/193320.gif,4.1,3-8 Yrs,"Corporate Excel Training,analytics,power query,automation,vba,data modeling,data validation,data cleaning",Naukri
MS excel Trainer - basic To advance,Overture Rede,Delhi / NCR,Required Skills <br><br>Good understanding of reporting formats commonly used in Cloud & Digital industry<br><br>Experience: 3-8 years in Corporate Excel Training. Role & Responsibilities,https://www.naukri.com/job-listings-ms-excel-trainer-basic-to-advance-overture-rede-private-limited-delhi-ncr-3-to-8-years-121225924859,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/193320.gif,4.1,3-8 Yrs,"Corporate Excel Training,analytics,power query,automation,vba,data modeling,data validation,data cleaning",Naukri
MIS Analyst-Advance SAS,PwC India,"Hybrid - Pune, Bangalore Rural, Bengaluru","<p>     SAS, SQL, Python, Tableau and MS Office packages   including advanced Excel        </p>",https://www.naukri.com/job-listings-mis-analyst-advance-sas-pwc-india-pune-bangalore-rural-bengaluru-0-to-4-years-191225011820,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/1098476.gif,3.3,0-4 Yrs,"SAS,Advanced Excel,Tableau,Advance Sas,MIS Reporting,MIS,VLOOKUP,Reporting",Naukri
Data Entry Operator(Male)_ Sewri Location,Seven Consultancy,Mumbai(Sewri),Coordinate with different departments to ensure smooth operation Bachelor s degree in any field <br><br>Freshers or candidates with experience in back-office operations data entry or administration,https://www.naukri.com/job-listings-data-entry-operator-male-sewri-location-seven-consultancy-mumbai-0-to-3-years-181225010199,1-2.5 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/722714.gif,3.7,0-3 Yrs,"Typing Speed,Advanced Excel,Data Entry,Excel,Data Entry Operation,Excel Powerpoint,Formulas,Conditional Formatting",Naukri
Walk-In Any Hiring Fresher's/Expr-MIS Executive/Ops/ MIS Coordinator,Wisdom Bridge Consultants,"Hosur, Kanakapura, Tumkur, Devanahalli, Nelamangala, Hosakote, Denkanikottai, Bangalore Rural, Bengaluru","Walk-in any Freshers 2019-2025 Passed out,MIS Reporting,Data Reporting,MIS Operatio",https://www.naukri.com/job-listings-walk-in-any-hiring-fresher-s-expr-mis-executive-ops-mis-coordinator-wisdom-bridge-consultants-hosur-kanakapura-tumkur-devanahalli-nelamangala-hosakote-denkanikottai-bangalore-rural-bengaluru-0-to-5-years-151225017207,2.5-4 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/2144764.gif,3.1,1-2 years,"Data Validation,MIS Operations,Advanced Excel,MIS Reporting,VLOOKUP,MIS Preparation,MIS Development,Daily Reports",Naukri
MIS Executive-TPT,North West Carrying Company,Gurgaon/Gurugram(Sikandarpur),"Education preferably Graduate,
Knowledge of Advance excel
Various Fleet and Transport Report making exp.",https://www.naukri.com/job-listings-mis-executive-tpt-north-west-carrying-company-gurgaon-gurugram-0-to-2-years-141025014142,1-1.75 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/4615273.gif,4.0,0-2 Yrs,"Pivot Table,VLOOKUP,Advanced Excel,Conditional Formatting,HLOOKUP,MIS,Pivot,Excel",Naukri
Data Entry Operator,G4S,Bhubaneswar,Excellent time management and multitasking abilities . Proficiency in data capturing and office management software such as MS Office and Google Suite . <br><br>Preferred Skills . <br><br>The ability to manage and process high volumes of data accurately . Good understanding of databases and digital and paper filing systems .,https://www.naukri.com/job-listings-data-entry-operator-g4s-bhubaneswar-0-to-1-years-241225503537,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/356616.gif,4.0,0-1 Yrs,"database maintenance,computer operating,software,multitasking,scanning,administration,google suite,data entry operation",Naukri
Mis Executive,Aptech Ltd,Mumbai(Andheri East),"Minimum qualification: 12th Pass / Graduate (preferred) <br><br>Freshers with good communication skills are welcome <br><br>Experience: 05 Years<br><br> Good verbal communication skills in English and Hindi (regional language is a plus) <br><br>Experience: 0 5 years in outbound telecalling,sales,or customer engagement",https://www.naukri.com/job-listings-mis-executive-aptech-ltd-mumbai-0-to-5-years-261225007784,1.5-2.5 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/169388.gif,3.3,0-5 Yrs,"MIS,MIS Operations,Advanced Excel,Excel,Operations",Naukri
MIS Executive L1,Wipro,Mumbai,Prepare timely and accurate MIS reports and dashboards as required by the stakeholders .,https://www.naukri.com/job-listings-mis-executive-l1-wipro-limited-mumbai-0-to-3-years-111225925279,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/41608.gif,3.6,0-3 Yrs,"mis,hlookup,conditional formatting,macros,mis preparation,data management,sumif,data analysis",Naukri
Store back office Executive,Sashanka Agro Tech,Ranchi,"<p><strong>Role & responsibilities</strong> </p><p>Immediate opening for Store back office guy who is B.com graduate and is well versed with Excel(Vlook up, Hlookup, Pivot Tables) Accounting, Inventory etc.</p><br /><p><strong>Preferred candidate profile</strong> </p><p>Minimum 0-2 years of work experience and Ranchi based candidate preferred.</p><br />",https://www.naukri.com/job-listings-store-back-office-executive-sashanka-agro-tech-ranchi-0-to-2-years-271225010918,1-1.75 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/4627619.gif,2.4,2-3 years,"Excel,Pivot Table,Tally,Accounting,VLOOKUP,Back Office,Data Entry,HLOOKUP",Naukri
Data Entry Executive (AI-Assisted),Htl Aircon,Thane,"Required Skills. Strong command of Excel / Google Sheets (formulas,formatting,data cleaning).  <br><br>Excellent attention to detail.  . Ability to work efficiently under deadlines.  . Good communication skills (English / Hindi preferred).  . <br><br>Preferred Qualifications. <br><br>Experience with AI data extraction (PDF to Excel,image to text,etc.).",https://www.naukri.com/job-listings-data-entry-executive-ai-assisted-htl-aircon-thane-0-to-3-years-261225012617,2-4 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/4599671.gif,4.0,0-3 Yrs,"Excel,Typing Speed,Back Office,Data Entry,Data Entry Operation,Office,Operations,Typing",Naukri
Data Entry Executive,Argonne Technologies,"Nagpur, Thane",Disclaimer : This job description has been sourced from a public domain and may have been modified by Naukri,https://www.naukri.com/job-listings-data-entry-executive-argonne-technologies-nagpur-thane-0-to-2-years-301025503048,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/10937208.gif,3.3,0-2 Yrs,"computer operating,clerical work,back office,data processing,pivot table,office assistance,vlookup,excel",Naukri
Data Entry Executive,bookchorOdotcom,Sonipat,"Bookchor.com  is looking for Data Entry Executive  to join our dynamic team and embark on a rewarding career journey Compile, verify accuracy and sort information according to priorities to prepare source data for computer entryExperience with MS Office and data programsTyping speed and accuracyExcellent knowledge of correct spelling, grammar and punctuationExcellent time management and multitasking abilities",https://www.naukri.com/job-listings-data-entry-executive-bookchorodotcom-sonipat-0-to-1-years-210525505117,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/3528716.gif,2.6,0-1 Yrs,"computer operating,clerical work,back office,data processing,pivot table,office assistance,vlookup,excel",Naukri
Executive - Back Office ( Data Entry ),Keertana Finserv,Hyderabad,"Keertana Gold Loans  is looking for Executive - Back Office ( Data Entry )  to join our dynamic team and embark on a rewarding career journey <ol> <li> Assisting with the preparation of operating budgets, financial statements, and reports. </li> <li> Processing requisition and other business forms, checking account balances, and approving purchases. </li> <li> Advising other departments on best practices related to fiscal procedures. </li> <li> Managing account records, issuing invoices, and handling payments. </li> <li> Collaborating with internal departments to reconcile any accounting discrepancies. </li> <li> Analyzing financial data and assisting with audits, reviews, and tax preparations. </li> <li> Updating financial spreadsheets and reports with the latest available data. </li> <li> Reviewing existing financial policies and procedures to ensure regulatory compliance. </li> <li> Providing assistance with payroll administration. </li> <li> Keeping records and documenting financial processes. </li>  </ol>",https://www.naukri.com/job-listings-executive-back-office-data-entry-keertana-gold-loans-hyderabad-0-to-2-years-040724500461,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/6962311.gif,3.4,0-2 Yrs,"hlookup,computer operating,back office,administration,documentation,vlookup,accounting,office administration",Naukri
MIS Executive & Data Entry Executive,Ruloans Distribution Services,Mumbai,"Qualification: - Any Graduate<br><br> Typing speed should be 20-40 word per minute<br><br> Must have good typing speed<br><br>Minimum 6month to 02 year of relevant experience<br><br>Immediate joiners preferred<br><br> Good knowledge of MS Office (MS Excel,MS PowerPoint and all Excel Formulas)<br><br> Good knowledge of computer",https://www.naukri.com/job-listings-mis-executive-data-entry-executive-ruloans-mumbai-0-to-1-years-131224504167,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/4624033.gif,3.7,0-1 Yrs,"MIS reporting,Typing speed,Excel,VLOOKUP,Database,Advanced Excel,MS Office,Powerpoint",Naukri
MIS Officer,Veeda CR,Ahmedabad(Satellite +11),Required Skills & Qualifications:  . Education: Graduate in any discipline (preferably with IT or Commerce background)<br><br>Proficient in English typing with high speed and accuracy. Other Skills:  . Strong attention to detail and analytical ability<br><br>Good communication skills in English,https://www.naukri.com/job-listings-mis-officer-veeda-cr-ahmedabad-0-to-3-years-241225018359,1.5-2 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/1340708.gif,3.5,0-3 Yrs,"Excel,English Typing,MIS Preparation,Typing Speed,MIS,VLOOKUP,Data Entry,Management Information System",Naukri
Process Associate-Underwriting,Genpact,Gurugram,https://genpactonline.sharepoint.com/:w:/r/sites/Textio_JD_Repository/_layouts/15/Doc.aspx?sourcedoc=%7B331B71CE-D457-4774-8AD9-56AAAC02C80B%7D&file=Process%20Associate%20%E2%80%93%20Underwriting%20Support.docx&action=default&mobileredirect=true,https://www.naukri.com/job-listings-process-associate-underwriting-genpact-gurugram-0-to-2-years-110725021679,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/42932.gif,3.6,0-2 Yrs,"non voice process,accounts payable,invoice processing,vlookup,accounting,shuttering,autocad,layout",Naukri
Mis Executive,Persolkelly India,"Hybrid - Gurugram, Mumbai (All Areas)",Looking for candidates who are Freshers and have excellent communication and advance excel skills. <br><br>Work closely with HR Stakeholders and team to support them on Data related requirements. Youre Good At <br><br>Official communications will only come from @persolkelly.com,https://www.naukri.com/job-listings-mis-executive-persolkelly-india-gurugram-mumbai-all-areas-0-to-1-years-260525021112,6 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/6542979.gif,1.8,0-1 Yrs,"Pivot Table,Advanced Excel,VLOOKUP,Dashboards,Tables,MIS,Excel,Pivot",Naukri
Mis Executive,INFINX,"Mumbai Suburban, Mumbai (All Areas)(Vile Parle. +12)",Support internal and external audits with required documentation,https://www.naukri.com/job-listings-mis-executive-infinx-mumbai-suburban-mumbai-all-areas-0-to-1-years-161225028090,2-3 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/4668391.gif,3.7,0-1 Yrs,"Advanced Excel Formulas,Vendor Management,Pivot Table,VLOOKUP,MIS,MIS Reporting,Excel Report Preparation,Report preparation",Naukri
